Activity_ID,SMILES,target_id,pchembl_value_Mean
MRYWDVLOYWQXCU_on_P14416_WT,COc1cc2c(cc1O)C1Cc3sc(CCCCCl)cc3CN1CC2,P14416_WT,7.92
MRZXGFAYAQXVTL_on_P14416_WT,COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(CCF)cc2)CC1,P14416_WT,6.97
MSFHSIRZEOQLNY_on_P14416_WT,COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccc(-c5ncco5)cc4)n3C)CC2)CC1,P14416_WT,5.8
MSHUBKLFRWFTKI_on_P14416_WT,Oc1ccc2c(c1)OC(CNCCN1CCN(c3ccc(OCCF)cc3)CC1)CC2,P14416_WT,7.166666666666667
MSIBEULIAVFSHF_on_P14416_WT,O=S(=O)(NC1CCN(CCOc2ccccc2-c2ccccc2)CC1)c1cccc(Cl)c1,P14416_WT,7.07
MSJWCCHOETUGFO_on_P14416_WT,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(-c2ccc(F)cc2)cc1,P14416_WT,6.92
MSRMAGLOYWBNOO_on_P14416_WT,OC(c1ccccc1)c1ccccc1OCCN1CCCC1,P14416_WT,5.2
MSWZLRLBKLDMKM_on_P14416_WT,O=S(=O)(c1ccc2cccnc2c1)n1cc(C2=CCNCC2)c2cc(Cl)ccc21,P14416_WT,5.93
MSXGPWPTXORIBR_on_P14416_WT,CN1CCc2ccccc2Cc2c[nH]c3cccc(c23)CC1,P14416_WT,8.4
MTASNPVDMSIQLV_on_P14416_WT,OC1(c2cccc(Cl)c2Cl)CC2CCC(C1)N2Cc1csc2ccccc12,P14416_WT,6.55
MTHSGGDNWSNXGI_on_P14416_WT,COCC1=NC(=O)N(C(=O)NCCCN2CCC(c3cccc(NC(C)=O)c3)CC2)C(c2ccc(F)c(F)c2)C1C(=O)OC,P14416_WT,5.55
MTISNBALOIDBIX_on_P14416_WT,COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccccc2)c2ccc(F)cc2)CC1,P14416_WT,8.274999999999999
MTJDLXLLSRKTMU_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1cnc(N2CCOCC2)cn1,P14416_WT,6.3
MTJYJBYKMIGLMS_on_P14416_WT,Cc1cccnc1-c1ccc(C(=O)NCC=CCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,P14416_WT,7.04
MTZVFISNUGZYGT_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)c2cnc3ccc(F)cc3c2)CC1,P14416_WT,7.47
MUFITXOADYQFSV_on_P14416_WT,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N3CCNCC3)nc3ccccc3c21,P14416_WT,5.87
MUGIIZXLOBYZRQ_on_P14416_WT,O=c1[nH]c2cccc(OCCNCc3ccccc3)c2[nH]1,P14416_WT,8.41
MUGRBHXUBJDHNE_on_P14416_WT,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2ccccc12,P14416_WT,8.4
MUMVCUPHGPDDKM_on_P14416_WT,FCCOc1ccc(N2CCN(Cc3cc4ccccn4n3)CC2)cc1,P14416_WT,4.41
MUNJPNWHOINDKG_on_P14416_WT,CCC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,P14416_WT,7.32
MUNUWDYLOYQPCC_on_P14416_WT,CN1CCc2ccccc2Cc2cc(N)c(O)cc2CC1,P14416_WT,7.505
MUPRCNAECHSDLY_on_P14416_WT,COc1ccccc1N1CCN(CCCCc2cn(-c3ccccc3O)nn2)CC1,P14416_WT,8.03
MUTWETFLNKEWCG_on_P14416_WT,O=C(NCCCN1CCN(c2ccc(I)cc2)CC1)NN(Cc1ccccc1)c1ccccc1,P14416_WT,6.165
MVCKFMYJPCUEDZ_on_P14416_WT,CN1CCCc2c1cccc2N1CCN(CCCc2c[nH]c3ccccc23)CC1,P14416_WT,7.05
MVKKLGNVARQKRP_on_P14416_WT,O=C(CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,P14416_WT,7.36
MVNMMDGTQIXAJK_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)c1ccnc2ccccc12,P14416_WT,6.26
MVTKOPGIBNCWRJ_on_P14416_WT,Cc1cc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1CN1CCOCC1,P14416_WT,8.51
MVUPPHQTJNNNFZ_on_P14416_WT,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cc2N1,P14416_WT,8.89
MVVKKFHFADVKMW_on_P14416_WT,CN1CCN(Cc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1,P14416_WT,8.77
MVVUJPWQKLPZEE_on_P14416_WT,COc1ccccc1NC(=O)NC1CCC(N2CCN(c3ccccc3OC(C)C)CC2)CC1,P14416_WT,6.225
MWEMZAUJQVTCGX_on_P14416_WT,Cc1cc(C)c2c(N)c(C(=O)NCCCCN3CCC(O)(c4ccc(Cl)cc4)CC3)sc2n1,P14416_WT,5.65
MWHQJTVUABICMS_on_P14416_WT,CCN1C(=O)c2ccccc2[S+](O)c2ccc(C(=O)NCc3ccc(F)cc3)cc21,P14416_WT,7.05
MWLMSEXRHBMQDW_on_P14416_WT,COc1ccc(Cn2nnc(C(=O)NCCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)c2C)cc1,P14416_WT,8.43
MWMCOQFLGVOAHE_on_P14416_WT,O=C(Cc1noc2ccccc12)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,P14416_WT,5.88
MWNMVEFIIAOCJG_on_P14416_WT,COc1ccccc1N1CCCN(CCCCNC(=O)c2cccc3c2-c2ccccc2C3=O)CC1,P14416_WT,7.0
MWTBCJINTAEULL_on_P14416_WT,O=C1c2ccccc2CCCN1CCCCN1CCN(c2ncccn2)CC1,P14416_WT,6.82
MWVBXJPHOJRHOA_on_P14416_WT,O=C(CCCCN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1nc2ccccc2s1,P14416_WT,6.8
MWYBVUIRVLYACR_on_P14416_WT,O=S(=O)(NCCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1)c1ccc2ccccc2c1,P14416_WT,9.52
MXCLECXWSGNJLS_on_P14416_WT,O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(O)c1,P14416_WT,7.4
MXELMKSJXSFSDI_on_P14416_WT,O=S(=O)(NC1CCN(CCOc2cccc3c2CCCC3)C1)c1cccs1,P14416_WT,7.14
MXKZBMGRCYCKSV_on_P14416_WT,O=C(CCCN1CCN(c2ccc(Cl)cn2)CC1)c1ccc(F)cc1,P14416_WT,6.54
MXPOQDYZUGUMLL_on_P14416_WT,O=C(NCCCCN1CCN(c2cccc3ccccc23)CC1)c1ccccc1,P14416_WT,7.24
MXSFJUHNJHNBLH_on_P14416_WT,COc1ccc2c(c1)c(-c1nc3n(c1C)CCCN3)cn2S(=O)(=O)c1ccccc1,P14416_WT,5.91
MXTNBQDJIBGONA_on_P14416_WT,N#CC(CCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,P14416_WT,5.58
MXYHSSVHJRGDOU_on_P14416_WT,COc1ccc2c(c1)c(-c1[nH]c(N)nc1C)cn2S(=O)(=O)c1cccc2ccccc12,P14416_WT,5.88
MYAGOYYEDQFEPL_on_P14416_WT,O=C(NCC=CCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc[n+]2[O-])cc1,P14416_WT,7.59
MYFHADFSNRZMLH_on_P14416_WT,COc1c(Cl)cc2c(c1Cl)Cc1ccccc1CCN(C)CC2,P14416_WT,7.64
MYGPMZFDKMFNEY_on_P14416_WT,Cc1ccc(C)c(C(=O)NCCCCN2CCN(c3cc(C)ccc3C)CC2)c1,P14416_WT,7.035
MYHILGOTSGIDBG_on_P14416_WT,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)c(F)c21,P14416_WT,7.65
MYIVBWHBNPYKLU_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4cccc(F)c4)C3C2)n1C,P14416_WT,6.8
MYMOYRKEPVSSAG_on_P14416_WT,CN(C)C(=O)C(CCNCCc1ccccc1)(c1ccccc1)c1ccccc1,P14416_WT,5.44
MYMPRPZMYVKHBM_on_P14416_WT,CN1CCc2ccccc2Cc2cc(O)c(O)cc2CC1,P14416_WT,7.18
MZAZKADMJHOUAD_on_P14416_WT,Oc1ccc(-c2ccc(CNCCc3c[nH]c4cc(F)ccc34)o2)cc1,P14416_WT,6.35
MZBZALUTJALVLT_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3nsc4ccccc34)CC2)CC1)C(F)(F)F,P14416_WT,8.77
MZCGNTZTYZJMJK_on_P14416_WT,N#Cc1c(CN2CCN(CCc3ccccc3)CC2)cn2ccccc12,P14416_WT,5.74
MZTMADWJIHWTJI_on_P14416_WT,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc4ccccc4c3)c3ccccc32)CC1,P14416_WT,5.88
MZZWDJMFTYZXCL_on_P14416_WT,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3I)c3ccc(Cl)cc32)CC1,P14416_WT,7.44
NAAVWXMUUSRPCW_on_P14416_WT,O=C1N(CCN2Cc3ccccc3C2)CCN1c1cc(Cl)cc(Cl)c1,P14416_WT,8.2
NABHHUMHJIHHIX_on_P14416_WT,O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1,P14416_WT,6.272857142857142
NABRVDOPGSXUEG_on_P14416_WT,OC(CCn1cc(-c2ccc3ccccc3c2)nn1)CN1CCN(c2cccc(Cl)c2Cl)CC1,P14416_WT,4.73
NADZGFHXOOQKNN_on_P14416_WT,COc1ccccc1N1CCN(CCCCCNS(=O)(=O)c2ccc3ccccc3c2)CC1,P14416_WT,6.36
NAIGOHVHPOGNLZ_on_P14416_WT,Fc1ccc(CN2CCN(c3ccc4c(c3)OCCO4)CC2)cn1,P14416_WT,4.445
NAMQSYKUAOZTKL_on_P14416_WT,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(F)c4Cl)CC3)nc2N1,P14416_WT,8.6
NATFNVDYLPURMJ_on_P14416_WT,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)C(F)(F)F,P14416_WT,8.1
NAWFUJBIFOJDRO_on_P14416_WT,N#Cc1ccccc1N1CCN(CCCN2C(=O)CCc3ccccc32)CC1,P14416_WT,6.45
NAYDGZDOLSSMTQ_on_P14416_WT,O=c1n(CCCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc2ccccn12,P14416_WT,8.05
NBCJLBREZDSSBC_on_P14416_WT,O=C(Cc1cccnc1)Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1,P14416_WT,7.16
NBCYJDUUVPJJKY_on_P14416_WT,COC(=O)c1cc2c3c(ccc2[nH]1)OCC(CNCCCc1ccccc1)O3,P14416_WT,7.8
NBGVZXIBORQZMS_on_P14416_WT,CCCN(Cc1ccc(F)cc1)C1CCc2c(cccc2OC)C1,P14416_WT,7.26
NBHVDHJFXJDAKS_on_P14416_WT,COc1ccccc1N1CCN(CCCCCC(=O)NCc2ccccc2)CC1,P14416_WT,6.65
NBKJTOGTVMGTOS_on_P14416_WT,CC(C)=CC(=O)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,P14416_WT,6.7
NBSPIYLVJWAETB_on_P14416_WT,O=C1CCc2cc(OCCCN3CCN(c4ccccn4)CC3)ccc2N1,P14416_WT,5.57
NBWWBMWMDFWWPB_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1)C1CCC1,P14416_WT,7.0
NBYFBVZSSQUNTB_on_P14416_WT,O=C1N(CCN2CCCCCC2)CCN1c1ccccc1,P14416_WT,8.1
NBZOFTWCMCHMEK_on_P14416_WT,CC1C=C(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CCN1C,P14416_WT,6.91
NCDNWTYTZTXJIU_on_P14416_WT,O=C1N(CCN2CCC(c3ccc(Cl)cc3)CC2)CCN1c1cccc(Cl)c1,P14416_WT,6.6
NCIZVSJVBWAJQR_on_P14416_WT,O=Cc1c(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nn2ccccc12,P14416_WT,7.925
NCKUNUUYANLHKE_on_P14416_WT,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCCCc3nc4ccccc4s3)CC2)cc1,P14416_WT,6.71
NCMZUNHPJFBZHL_on_P14416_WT,O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2C(F)(F)F)CC1,P14416_WT,7.57
NCNQTLANEBMAPM_on_P14416_WT,CN(C)CCC(C(=O)NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)(c1ccccc1)c1ccccc1,P14416_WT,7.37
NCWGEGAYIHJRDE_on_P14416_WT,COc1ccccc1N1CCC2(CCN(CCSc3nnc(-c4ccccc4)n3C)CC2)CC1,P14416_WT,5.05
NCXICMCRAZHQIK_on_P14416_WT,Cc1ccccc1C(=O)N1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,P14416_WT,5.31
NCXRDDKPZUSAQF_on_P14416_WT,COc1cccc(N2CCN(CCN(C)CC34CCC(CC3)C4(C)C)C2=O)c1,P14416_WT,6.9
NDCFZCPGTKKFMD_on_P14416_WT,CC(C)C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,P14416_WT,7.17
NDJMUWDIDQMYFY_on_P14416_WT,CCCC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,P14416_WT,7.57
NDOUOJYZWZVNBL_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCn3cccnc3=O)CC2)cc(C(F)(F)F)n1,P14416_WT,6.35
NDSKONMZWSLWOI_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)C2CCCCC2)CC1,P14416_WT,6.78
NEADMXBONWLZEY_on_P14416_WT,O=S(=O)(c1cccc2cnccc12)N1CCCC1CCN1CCN(c2noc3ccccc23)CC1,P14416_WT,8.52
NEAHQLBIHZAIKP_on_P14416_WT,Cn1c(=O)c2c(nc3n(CCCCCN4CCN(c5ccc(Cl)cc5)CC4)c(=O)ccn23)n(C)c1=O,P14416_WT,6.67
NECJNLXOJRDELU_on_P14416_WT,O=C1c2ccccc2C(=O)N1CCCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,P14416_WT,8.5
NEDWSVCVHMJKSZ_on_P14416_WT,COc1ccccc1N1CCN(CCCCN2CCc3cc(-c4ccco4)ccc3C2=O)CC1,P14416_WT,8.06
NEGKSWMIZLWJGG_on_P14416_WT,COc1ccccc1N1CCN(CC(O)CCn2cc(-c3ccc(-c4ccccc4)cc3)nn2)CC1,P14416_WT,6.09
NEJBQCRXNBBCIM_on_P14416_WT,COc1ccc2[nH]cc(-c3cc(O)n(CCCCN4CCC(c5c[nH]c6ccc(F)cc56)CC4)c3O)c2c1,P14416_WT,7.21
NERCWRWKDLNUBZ_on_P14416_WT,O=C(NCCCCN1CCN(c2ccc(O)cc2)CC1)c1ccc(-c2ccsc2)cc1,P14416_WT,5.32
NEUIVMZLDPIEPD_on_P14416_WT,S=c1[nH]c2ccc(CCCN3CCN(c4ccccc4)CC3)cc2[nH]1,P14416_WT,8.52
NFIANDWIUXYLJZ_on_P14416_WT,Cc1ncsc1-c1nnc(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)n1C,P14416_WT,5.85
NFKQELYFWQDRFN_on_P14416_WT,Clc1ccc2c(c1)N=C(N1CCN(Cc3cccc4c3OCO4)CC1)c1ccccc1N2,P14416_WT,7.1
NGCKUAWDNUFNBB_on_P14416_WT,O=C1CCc2ccc(OCCCCN3CCCN(c4cccc(Cl)c4Cl)CC3)cc2N1,P14416_WT,9.14
NGEGVUWXHYDOQM_on_P14416_WT,Cn1cncc1-c1c[nH]c2ccc(Br)cc12,P14416_WT,5.73
NGHDXYJXIZZENU_on_P14416_WT,CC=CCC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,P14416_WT,7.24
NGVUDBRNEJJAEO_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCN2CCC3(c4ccccc4)CC3C2)n1C,P14416_WT,5.5
NHDHOZYKTMAVEE_on_P14416_WT,O=S(=O)(NC1CCN(CCCc2noc3ccccc23)C1)c1cc2ccc(Cl)cc2s1,P14416_WT,7.77
NHDILTZHICULAX_on_P14416_WT,Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5ccccc5)c4)CC3)cccc2n1,P14416_WT,6.4
NHESEAWKSLDBRA_on_P14416_WT,O=C(CO)NCC1CCN(Cc2csc(-c3ccccc3)n2)C1,P14416_WT,5.31
NHIJPUMRKSHLBI_on_P14416_WT,CC(C)c1ccccc1OCCN1CCC(N(C)S(=O)(=O)c2ccccc2)CC1,P14416_WT,7.22
NHLNXRIZUSPOSP_on_P14416_WT,CCCC(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,P14416_WT,6.4
NHOFKPNSQTXBJO_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1)c1ccnc2ccccc12,P14416_WT,6.25
NHQVWADCZMCLLL_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)C(O)C(F)(F)F,P14416_WT,7.33
NHRXMVNDSUMAIN_on_P14416_WT,CC(C)Oc1ccccc1C1CCN(C2CCC(NS(=O)(=O)c3ccc(F)c(F)c3)CC2)CC1,P14416_WT,7.1
NHUVYJAUZNBZPV_on_P14416_WT,O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2ccccc2F)CC1,P14416_WT,7.62
NHYBCEUNQSZDRF_on_P14416_WT,c1ccc(-n2cc(CN3CCN(c4ncccn4)CC3)cn2)cc1,P14416_WT,5.035
NIASBGFPTRNZRV_on_P14416_WT,CN1CCN(c2ccc(C(=O)NC3CCC(CCN4CCC(c5cccc6c5CCO6)CC4)CC3)cc2)CC1,P14416_WT,6.83
NICPNELNWYJWOA_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3cccc4c3OCO4)CC2)CC1)c1ccnc2ccccc12,P14416_WT,6.43
NIENYVQCIJZKMD_on_P14416_WT,CCc1cc(Cl)c(OC)c(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,P14416_WT,6.86
NIFGQHGFOUMQJN_on_P14416_WT,Cn1c(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-c2ncco2)cc1,P14416_WT,6.305
NIMADOZRRAVFFL_on_P14416_WT,O=Cc1ccn(C2CCN(Cc3ccccc3)CC2)c1,P14416_WT,4.25
NIMQPLYMAJLLNI_on_P14416_WT,Oc1ccc2c(c1)OC(CNCc1ccccc1OCCCCF)CC2,P14416_WT,6.609999999999999
NIPRNSKRPAQDSP_on_P14416_WT,O=C(NC1CCN(Cc2ccccc2)C1)c1cccc(-c2ccccc2)c1,P14416_WT,6.82
NIQWPNGICRVKCM_on_P14416_WT,CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3ccc(F)cc3F)CC2)CC1,P14416_WT,8.305
NJDLKOOXINDASG_on_P14416_WT,O=C1c2ccccc2S(=O)(=O)N1CCCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,P14416_WT,6.88
NJDSCCWXSSWOKI_on_P14416_WT,O=S(=O)(c1cccc(F)c1)C1(F)CCN(CCc2ccc(F)cc2F)CC1,P14416_WT,6.1
NJEUWDQVSSOGDD_on_P14416_WT,COc1ccccc1N1CCCN(CCCCNC(=O)c2ccc(SC)cc2)CC1,P14416_WT,7.0
NJGQJPYDIXHGGF_on_P14416_WT,Cc1ccccc1S(=O)(=O)N1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc21,P14416_WT,7.2
NJJMNKOVGYIOBG_on_P14416_WT,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12,P14416_WT,7.44
NJMHKVAICPWFEV_on_P14416_WT,O=C1c2ccccc2S(=O)(=O)N1CCCCCN1CCN(c2ccccn2)CC1,P14416_WT,7.04
NJOGRMMAMLWHAA_on_P14416_WT,Clc1cccc(N2CCN(CCCCn3cc(-c4ccc5c(c4)Cc4ccccc4-5)nn3)CC2)c1Cl,P14416_WT,6.05
NJTCYGAQRADUAS_on_P14416_WT,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1,P14416_WT,8.11
NJTHDWRTKWUXOY_on_P14416_WT,COc1ccccc1N1CCN(Cc2cn(-c3ccc(OCCOCCOCCF)cc3)nn2)CC1,P14416_WT,5.555
NJWHLJABYCIZPL_on_P14416_WT,CN1CCc2cc(-c3ccccc3)cc3c2C1Cc1ccc(O)c(O)c1-3,P14416_WT,7.06
NKHBMDXLAKMZHD_on_P14416_WT,COc1ccc2[nH]cc(CCNCc3ccc(-c4cccc(O)c4)o3)c2c1,P14416_WT,6.41
NKIKKVIRCFKCOG_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3cccc4c3CCO4)CC2)CC1)C1CCCOC1,P14416_WT,6.2
NKIUMOVWDJZMRB_on_P14416_WT,COc1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5nc(C)ccc45)n2C)C3)cc1,P14416_WT,5.9
NKJBABKLZJYEME_on_P14416_WT,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NCc1ccc(OCCN2CCOCC2)cc1,P14416_WT,6.87
NKPZUJWHJYTWEE_on_P14416_WT,O=C1CCc2ccc(OCCCCN3CCN(C(=O)c4ccccn4)CC3)cc2N1,P14416_WT,8.05
NKQAJKSSUARMMF_on_P14416_WT,COCCC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,P14416_WT,7.15
NKVMKOOELRVUPV_on_P14416_WT,O=C1c2ccccc2CN1CCCCN1CCN(c2ccc(Cl)cc2)CC1,P14416_WT,6.12
NLAPYFUIFIHYFO_on_P14416_WT,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4F)CC3)nc2N1,P14416_WT,9.0
NLBCAUCTUSFOKY_on_P14416_WT,COc1ccccc1N1CCN(CCCc2ccc3[nH]cnc3c2)CC1,P14416_WT,7.01
NLDBOKLMUAUKIM_on_P14416_WT,COc1ccc(Cn2nnc(C(=O)NCCCCCN3CCN(c4ccccc4OC)CC3)c2C)cc1,P14416_WT,8.17
NLDGWRVWWZGYFC_on_P14416_WT,O=C(NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1)C1CCOC1,P14416_WT,7.28
NLDNYOMLDXOIFK_on_P14416_WT,COc1ccc(C2(C)NC(=O)N(CC(O)CN3CCN(c4ccccc4OC)CC3)C2=O)cc1,P14416_WT,5.93
NLEQSFUEJXECJY_on_P14416_WT,Fc1ccc(OCCCN2CCCN(c3ccc(Cl)cc3)CC2)cc1,P14416_WT,6.76
NLHCISCLHSDPBA_on_P14416_WT,CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc(F)c2)CC1,P14416_WT,6.99
NLKZCVSXHKODTA_on_P14416_WT,O=C1CCc2cc(F)ccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,P14416_WT,8.19
NLQDMIUSBFMXRV_on_P14416_WT,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccc2ccccc12,P14416_WT,8.52
NLRLHXJCWYCRGC_on_P14416_WT,Cc1ncoc1-c1nnc(SCCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)n1C,P14416_WT,5.94
NLTDKVOJLVQOQL_on_P14416_WT,COc1cc2c(cc1O)C1Cc3ccc(OCC4CC4)c(OC)c3CN1CC2,P14416_WT,7.27
NLWFTNQISOBUDF_on_P14416_WT,COc1ccc2[nH]cc(CCNCc3ccc(-c4ccc(O)cc4)o3)c2c1,P14416_WT,6.66
NMALCZJKSYZTRE_on_P14416_WT,O=C(CCCN1CCc2ccccc2C1)c1ccc(F)cc1,P14416_WT,7.31
NMEPMLDUQJFQOK_on_P14416_WT,Cn1c(SCCCN2CCC3(CC3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(-c2ncco2)c1,P14416_WT,6.115
NMZIDFFHGCRAJV_on_P14416_WT,O=C(CCCCCN1CCN(c2ccccc2-c2ccccc2)CC1)NC1CCCc2ccccc21,P14416_WT,6.65
NNCTXKNNQUMOPC_on_P14416_WT,CC12CC(c3ccccc3)CC(C1)N(CCN1CCN(c3cccc(Cl)c3)C1=O)C2,P14416_WT,7.8
NNECCFXSSVWBTA_on_P14416_WT,O=C(NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1CCOCC1,P14416_WT,6.3
NNIDXNUKZKKKGS_on_P14416_WT,Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4C(F)(F)F)C3C2)nnc1-c1cnccn1,P14416_WT,5.9
NNKWTFPUEFVMKD_on_P14416_WT,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4F)NC(=O)CO5)CC3)cc(F)cc2n1,P14416_WT,5.9
NNTYWLSMUTYNRH_on_P14416_WT,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,P14416_WT,8.5
NORQFMPKBRSFFC_on_P14416_WT,O=C(NCCCCN1CCN(c2ccccc2Cl)CC1)c1ccc2ccccc2c1,P14416_WT,6.48
NOWHSPBMDLMCKJ_on_P14416_WT,CC(C)(C)c1nc(N2CCN(CCCCNC(=O)c3cc4cccnc4s3)CC2)cc(C(F)(F)F)n1,P14416_WT,6.17
NPCJAOUAOGKSQN_on_P14416_WT,COc1ccc2[nH]cc(CN3CCC(O)(c4ccc(Cl)cc4)CC3)c2c1,P14416_WT,8.38
NPOLKMCQMGALNF_on_P14416_WT,CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2cccc3ncccc23)CC1,P14416_WT,6.98
NPUZJIOVBIDKGO_on_P14416_WT,CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O,P14416_WT,6.58
NPWPDDLAKMBGPN_on_P14416_WT,COc1ccccc1N1CCN(CCCCNC(=O)N=Nc2ccc(F)c(F)c2)CC1,P14416_WT,8.02
NQGAZHMNNANZRL_on_P14416_WT,Cc1ccc(S(=O)(=O)CC2CCN(CCCc3noc4cc(F)ccc34)C2)cc1C,P14416_WT,7.7
NQJVSNLXUDSRRU_on_P14416_WT,CN(C1CCN(CCOc2ccccc2C(C)(C)C)CC1)S(=O)(=O)c1ccccc1,P14416_WT,6.44
NQKMYRGFSYIPHF_on_P14416_WT,COc1ccccc1N1CCN(CCCCCN2CCc3ccccc3C2=O)CC1,P14416_WT,7.69
NQNRCHXTCUMIPZ_on_P14416_WT,COc1ccccc1N1CCN(CCCCCC(=O)NCc2ccc(OS(C)(=O)=O)cc2)CC1,P14416_WT,7.04
NQOBWBPQVJMZSQ_on_P14416_WT,O=C(C=Cc1ccccc1)NCCCCN1CCN2c3ccccc3Cc3ccccc3C2C1,P14416_WT,6.37
